formula,space_group,structure,id,formation_energy
Ir2Mn2,P4/nmm,"[{'data': {'a': [0, -1.87693202e-10, -1.87693202e-10], 'b': [0, -1.87693202e-10, 1.87693202e-10], 'c': [-7.25929094e-10, 0, 0], 'atoms': [{'x': -1.3667996241978319e-11, 'y': 0, 'z': 0, 'element': 'Ir'}, {'x': -5.307788242580216e-10, 'y': -1.87693202e-10, 'z': 0, 'element': 'Ir'}, {'x': -3.564615289901292e-10, 'y': 0, 'z': 0, 'element': 'Mn'}, {'x': -1.879852915098708e-10, 'y': -1.87693202e-10, 'z': 0, 'element': 'Mn'}]}, 'natoms': 4, 'element': {'Mn': 2, 'Ir': 2}}]",PN_4I4L4QSDAKEDMOEHKNXS4THFI5VEOLUZ,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/8IffBWYWeF2VvGN-TtippJCbAlST', 'Ir': 'https://nomad-lab.eu/prod/rae/gui/entry/id/R5T_c-b5R-aSPQN6iXJv2A/Jxd3Gq7w7vgx3vAf4QaOcIUrNIvf'}, 'value_per_atom': -0.00920135479580253, 'value': -0.03680541918321012}"
Cr3W,P4/mmm,"[{'data': {'a': [2.95681197e-10, 0, 0], 'b': [0, 0, 4.1715249500000005e-10], 'c': [0, -4.1648063500000003e-10, 0], 'atoms': [{'x': 0, 'y': -3.813082331477166e-10, 'z': 0, 'element': 'Cr'}, {'x': 1.478405985e-10, 'y': -1.740477404840366e-10, 'z': 0, 'element': 'Cr'}, {'x': 1.478405985e-10, 'y': -3.818302249867875e-10, 'z': 2.0857624750000003e-10, 'element': 'Cr'}, {'x': 0, 'y': -1.7342882943639485e-10, 'z': 2.0857624750000003e-10, 'element': 'W'}]}, 'natoms': 4, 'element': {'W': 1, 'Cr': 3}}]",PN_M2L5DXWOZK3JR7TLJWFCECGQ5SXVVJRQ,"{'reference': {'W': 'https://nomad-lab.eu/prod/rae/gui/entry/id/JriGWVUJSX2Vkeya5zzAPw/dcAjiz1dsca03eeBAM-fTgQjR8M_', 'Cr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WHxcrFh6QWqSn5mGUr5mBg/Xf06z3W_uXiss4I1OdzRpCsLCWOj'}, 'value_per_atom': 0.070083144452175, 'value': 0.2803325778087}"
K2Sn,I4/mmm,"[{'data': {'a': [-2.13165485e-10, 2.13165485e-10, 7.078429690000001e-10], 'b': [2.13165485e-10, -2.13165485e-10, 7.078429690000001e-10], 'c': [2.13165485e-10, 2.13165485e-10, -7.078429690000001e-10], 'atoms': [{'x': 4.597421747819991e-27, 'y': -4.597421747819991e-27, 'z': 9.261225864088589e-10, 'element': 'K'}, {'x': -3.505786151798355e-27, 'y': 3.505786151798355e-27, 'z': 4.895633515911412e-10, 'element': 'K'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Sn'}]}, 'natoms': 3, 'element': {'Sn': 1, 'K': 2}}]",PN_3I3Y3RJMXZEHP7C7R2JCMYUFDMF3E3LM,"{'reference': {'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL', 'K': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/-0vh5pzaGjLtxl6QcMcZHMEL5lI1'}, 'value_per_atom': -0.010544429306254877, 'value': -0.03163328791876463}"
Au16Sr4,I-43m,"[{'data': {'a': [-4.87993012e-10, 4.87993012e-10, 4.87993012e-10], 'b': [4.87993012e-10, -4.87993012e-10, 4.87993012e-10], 'c': [4.87993012e-10, 4.87993012e-10, -4.87993012e-10], 'atoms': [{'x': 3.8468931257628873e-10, 'y': 3.846893125762888e-10, 'z': 3.846893125762888e-10, 'element': 'Au'}, {'x': -1.0330369942371129e-10, 'y': 1.0330369942371129e-10, 'z': 1.0330369942371129e-10, 'element': 'Au'}, {'x': 1.0330369942371129e-10, 'y': -1.0330369942371129e-10, 'z': 1.0330369942371129e-10, 'element': 'Au'}, {'x': 1.0330369942371129e-10, 'y': 1.0330369942371129e-10, 'z': -1.0330369942371129e-10, 'element': 'Au'}, {'x': -1.9082352201294373e-26, 'y': 1.9082352201294373e-26, 'z': 6.321783357638716e-10, 'element': 'Au'}, {'x': -6.767041940987742e-27, 'y': 6.767041940987742e-27, 'z': 3.438076882361285e-10, 'element': 'Au'}, {'x': -1.9082352201294373e-26, 'y': 6.321783357638716e-10, 'z': 1.9082352201294373e-26, 'element': 'Au'}, {'x': -6.767041940987742e-27, 'y': 3.438076882361285e-10, 'z': 6.767041940987742e-27, 'element': 'Au'}, {'x': 6.321783357638716e-10, 'y': -1.9082352201294373e-26, 'z': 1.9082352201294373e-26, 'element': 'Au'}, {'x': 3.438076882361285e-10, 'y': -6.767041940987742e-27, 'z': 6.767041940987742e-27, 'element': 'Au'}, {'x': 4.879930119999999e-10, 'y': 5.169878828456423e-26, 'z': 2.4379094382362516e-10, 'element': 'Au'}, {'x': 0, 'y': 4.87993012e-10, 'z': 2.442020681763749e-10, 'element': 'Au'}, {'x': 2.0664675174729094e-26, 'y': 2.437909438236251e-10, 'z': 4.87993012e-10, 'element': 'Au'}, {'x': 4.87993012e-10, 'y': 2.4420206817637494e-10, 'z': -6.424378714199924e-27, 'element': 'Au'}, {'x': 2.437909438236251e-10, 'y': 4.87993012e-10, 'z': 6.424378714199924e-27, 'element': 'Au'}, {'x': 2.4420206817637494e-10, 'y': -2.0664675174729094e-26, 'z': 4.879930120000001e-10, 'element': 'Au'}, {'x': 2.090867986227223e-10, 'y': 2.090867986227223e-10, 'z': 2.090867986227223e-10, 'element': 'Sr'}, {'x': -2.789062133772777e-10, 'y': 2.789062133772777e-10, 'z': 2.789062133772777e-10, 'element': 'Sr'}, {'x': 2.789062133772777e-10, 'y': -2.789062133772777e-10, 'z': 2.789062133772777e-10, 'element': 'Sr'}, {'x': 2.789062133772777e-10, 'y': 2.789062133772777e-10, 'z': -2.789062133772777e-10, 'element': 'Sr'}]}, 'natoms': 20, 'element': {'Au': 16, 'Sr': 4}}]",PN_V6M5GMNPDV7F7YRFSZZ3KUBPQCO7VIEO,"{'reference': {'Au': 'https://nomad-lab.eu/prod/rae/gui/entry/id/VIw_UIvgSh6gxyn98Y4wQg/obkWaha46SJyE2R6mKrpCv-Z4ZwG', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': -0.4394674910717768, 'value': -8.789349821435536}"
AlCa3,Immm,"[{'data': {'a': [-1.95176808e-10, 2.8810254500000003e-10, 5.996117850000001e-10], 'b': [1.95176808e-10, -2.8810254500000003e-10, 5.996117850000001e-10], 'c': [1.95176808e-10, 2.8810254500000003e-10, -5.996117850000001e-10], 'atoms': [{'x': -5.251150504214193e-28, 'y': 4.64787999459276e-11, 'z': -2.0856173772982423e-27, 'element': 'Al'}, {'x': -1.0147210697750607e-26, 'y': 4.791525618709401e-11, 'z': 5.996117850000001e-10, 'element': 'Ca'}, {'x': 1.7982525393486093e-27, 'y': 3.3693970052083953e-10, 'z': 3.5017286271175046e-10, 'element': 'Ca'}, {'x': 1.95176808e-10, 'y': 4.883715552083954e-11, 'z': 2.494389222882495e-10, 'element': 'Ca'}]}, 'natoms': 4, 'element': {'Al': 1, 'Ca': 3}}]",PN_LDINTIH2N76PFZNL363TWUAKIHGCVE2D,"{'reference': {'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-', 'Ca': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/c08VF8Y4GAg0AFj1CQdui2kVY_IF'}, 'value_per_atom': -0.04628300510080674, 'value': -0.18513202040322696}"
Ag6Al4,P-1,"[{'data': {'a': [6.373364040000001e-10, -4.553628e-12, 1.1921131000000001e-11], 'b': [-1.31423583e-10, 5.607396600000001e-10, -6.49833e-13], 'c': [7.123353e-11, 1.62973237e-10, 4.77559271e-10], 'atoms': [{'x': -1.2207067695751833e-10, 'y': 5.614177277480446e-10, 'z': 7.3521562473589e-12, 'element': 'Ag'}, {'x': 3.7630471427968693e-10, 'y': 7.549973956695591e-11, 'z': 9.641561398399125e-11, 'element': 'Ag'}, {'x': 1.3687745202031318e-10, 'y': 1.8686319823304411e-10, 'z': 1.9946190351600873e-10, 'element': 'Ag'}, {'x': 5.038292602575183e-10, 'y': 2.6168487005195563e-10, 'z': 2.8787552825264107e-10, 'element': 'Ag'}, {'x': 1.315781184333714e-11, 'y': 4.4557372384753246e-10, 'z': 4.69986832414693e-10, 'element': 'Ag'}, {'x': 4.3983430145666283e-10, 'y': 5.405021109524678e-10, 'z': 3.0280012308530686e-10, 'element': 'Ag'}, {'x': 2.5899776140441484e-10, 'y': 3.5429374946731304e-10, 'z': 3.905842814766494e-10, 'element': 'Al'}, {'x': 3.2244621979107597e-10, 'y': 3.6784547312799094e-10, 'z': 1.0252487874193324e-10, 'element': 'Al'}, {'x': 5.931236350892406e-11, 'y': 4.5525712467200924e-10, 'z': 1.9270280575806673e-10, 'element': 'Al'}, {'x': 1.9399435189558527e-10, 'y': 6.31782085332687e-10, 'z': 3.822026740233505e-10, 'element': 'Al'}]}, 'natoms': 10, 'element': {'Ag': 6, 'Al': 4}}]",PN_RGTLRXF7ZUZ2AKQ3EAA7XGEXIKX5N5WX,"{'reference': {'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-'}, 'value_per_atom': -0.05117975022372292, 'value': -0.5117975022372292}"
Nb2P2,P4/nmm,"[{'data': {'a': [2.79315046e-10, 0, 0], 'b': [0, 2.79315046e-10, 0], 'c': [0, 0, 8.97754032e-10], 'atoms': [{'x': 6.98287615e-11, 'y': 6.98287615e-11, 'z': 1.2058415799102286e-10, 'element': 'Nb'}, {'x': 2.0948628450000002e-10, 'y': 2.0948628450000002e-10, 'z': 7.771698740089771e-10, 'element': 'Nb'}, {'x': 6.98287615e-11, 'y': 6.98287615e-11, 'z': 5.866209074014531e-10, 'element': 'P'}, {'x': 2.0948628450000002e-10, 'y': 2.0948628450000002e-10, 'z': 3.1113312459854687e-10, 'element': 'P'}]}, 'natoms': 4, 'element': {'P': 2, 'Nb': 2}}]",PN_XJMKFCRBY2F6IVZU53KFNAXH7IGCB45P,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr'}, 'value_per_atom': -0.05871827436927468, 'value': -0.23487309747709872}"
Cu8Pt4,P-1,"[{'data': {'a': [4.6322873500000006e-10, 2.159865e-12, 2.443844e-12], 'b': [3.017649e-12, 6.49313909e-10, -3.89826e-12], 'c': [1.56205159e-10, -2.1889509399999999e-10, 5.34704391e-10], 'atoms': [{'x': -6.887032418737904e-13, 'y': 3.17135938595331e-12, 'z': 4.5588648298243005e-12, 'element': 'Cu'}, {'x': 2.3322680640906424e-10, 'y': 4.19487389887422e-12, 'z': 1.3606554478656926e-10, 'element': 'Cu'}, {'x': 4.6165393081519573e-10, 'y': 1.966023274503938e-12, 'z': 2.63641653223387e-10, 'element': 'Cu'}, {'x': 2.3371546525000004e-10, 'y': -1.3028769999999787e-12, 'z': 4.0066468925e-10, 'element': 'Cu'}, {'x': 3.128005756848044e-10, 'y': 2.1648318172549608e-10, 'z': 5.427178276612949e-12, 'element': 'Cu'}, {'x': 7.799896509093577e-11, 'y': 2.120944661011258e-10, 'z': 1.3055944271343073e-10, 'element': 'Cu'}, {'x': 3.1191447474187383e-10, 'y': 2.131179806140467e-10, 'z': 2.620661226701757e-10, 'element': 'Cu'}, {'x': 3.8873607775000003e-10, 'y': 4.33881557e-10, 'z': 1.3258528575e-10, 'element': 'Cu'}, {'x': 5.429309255523509e-10, 'y': 2.0874816921633658e-10, 'z': 3.960631416058021e-10, 'element': 'Pt'}, {'x': 1.5467502611216436e-10, 'y': 4.2811247212721414e-10, 'z': -1.486846815001e-12, 'element': 'Pt'}, {'x': 1.5956839438783566e-10, 'y': 4.374907768727859e-10, 'z': 2.64213574315001e-10, 'element': 'Pt'}, {'x': 3.9074638894764926e-10, 'y': 4.401198507836634e-10, 'z': 4.0381182089419787e-10, 'element': 'Pt'}]}, 'natoms': 12, 'element': {'Cu': 8, 'Pt': 4}}]",PN_64T4PYJAOTXGCSKFYEDTJVPXQBDI6DYL,"{'reference': {'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/uVTSZjDVQgSURDhx2j8aTT9Zvd6S', 'Pt': 'https://nomad-lab.eu/prod/rae/gui/entry/id/68wFX7Q8S5SrqzKuJtOXRg/hfTXu5BPKf83TlYNvYL_xjc7wecf'}, 'value_per_atom': -0.10169229297240712, 'value': -1.2203075156688854}"
Fe5Ir4,I4/mmm,"[{'data': {'a': [0, 0, -3.70669281e-10], 'b': [-3.9288823400000003e-10, 3.9288823400000003e-10, -1.8533464e-10], 'c': [3.9288823400000003e-10, 3.9288823400000003e-10, 1.8533464e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Fe'}, {'x': 2.6516708180857757e-10, 'y': 2.6516708180857757e-10, 'z': -3.3745867930019657e-19, 'element': 'Fe'}, {'x': 1.2772115219142246e-10, 'y': 1.2772115219142246e-10, 'z': -1.8533464066254136e-10, 'element': 'Fe'}, {'x': -2.6516708180857757e-10, 'y': 2.6516708180857757e-10, 'z': -3.706692806625414e-10, 'element': 'Fe'}, {'x': -1.2772115219142246e-10, 'y': 1.2772115219142246e-10, 'z': -1.853346403374587e-10, 'element': 'Fe'}, {'x': -1.3909708956712822e-10, 'y': 3.9288823400000003e-10, 'z': -1.8533464032298134e-10, 'element': 'Ir'}, {'x': 1.3909708956712822e-10, 'y': 3.928882340000001e-10, 'z': -1.8533464067701865e-10, 'element': 'Ir'}, {'x': -7.37692601796776e-27, 'y': 2.5379114443287183e-10, 'z': 1.4832345799172181e-27, 'element': 'Ir'}, {'x': 3.3372100502414595e-27, 'y': 5.319853235671283e-10, 'z': -4.119792421627549e-27, 'element': 'Ir'}]}, 'natoms': 9, 'element': {'Ir': 4, 'Fe': 5}}]",PN_27M3T45RBM6QKYOOSMDJ66EV6S44L5JB,"{'reference': {'Ir': 'https://nomad-lab.eu/prod/rae/gui/entry/id/R5T_c-b5R-aSPQN6iXJv2A/Jxd3Gq7w7vgx3vAf4QaOcIUrNIvf', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.021654189741767027, 'value': 0.19488770767590324}"
Fe4Pb,I4/mmm,"[{'data': {'a': [-1.89968285e-10, 1.89968285e-10, 5.17145078e-10], 'b': [1.89968285e-10, -1.89968285e-10, 5.17145078e-10], 'c': [1.89968285e-10, 1.89968285e-10, -5.17145078e-10], 'atoms': [{'x': 1.89968285e-10, 'y': 0, 'z': 2.58572539e-10, 'element': 'Fe'}, {'x': 1.2924697071141057e-26, 'y': 1.8996828499999998e-10, 'z': 2.58572539e-10, 'element': 'Fe'}, {'x': -6.677892681890727e-27, 'y': 6.677892681890727e-27, 'z': 6.362683813984393e-10, 'element': 'Fe'}, {'x': -3.867465515886961e-27, 'y': 3.867465515886961e-27, 'z': 3.980217746015607e-10, 'element': 'Fe'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Pb'}]}, 'natoms': 5, 'element': {'Pb': 1, 'Fe': 4}}]",PN_TAY5XHRD6VAFN6DZTODLDCPYBXOTDRJC,"{'reference': {'Pb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/gsAlmK4OTCGsgQBj4SzPwA/aYJtYKNr85nM-0acWcW3IEbYkJ65', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.5180408792710665, 'value': 2.5902043963553325}"
AsBr2,I4/mmm,"[{'data': {'a': [-1.6955136300000002e-10, 1.6956291500000002e-10, 7.218321740000001e-10], 'b': [1.6955136300000002e-10, -1.6956291500000002e-10, 7.218321740000001e-10], 'c': [1.6955136300000002e-10, 1.6956291500000002e-10, -7.218321740000001e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'As'}, {'x': -2.7753864912617026e-27, 'y': -3.915964438615934e-27, 'z': 8.982201523502577e-10, 'element': 'Br'}, {'x': 2.7753864912617026e-27, 'y': 3.915964438615934e-27, 'z': 5.454441956497425e-10, 'element': 'Br'}]}, 'natoms': 3, 'element': {'Br': 2, 'As': 1}}]",PN_D72Y3Y5JLZCXLX5O2MARCVIE6T5LT3A6,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'As': 'https://nomad-lab.eu/prod/rae/gui/entry/id/irNjB3eBSxiA5Zsr3-mMcg/kWw6gjhjpszGSs-lJVXHTwQkY4RP'}, 'value_per_atom': 0.1637912403107397, 'value': 0.4913737209322191}"
Fe2Mo4,Fd-3m,"[{'data': {'a': [-3.58761439e-10, 0, 3.58761439e-10], 'b': [0, 3.58761439e-10, 3.58761439e-10], 'c': [-3.58761439e-10, 3.58761439e-10, 0], 'atoms': [{'x': -6.2783251825e-10, 'y': 4.4845179875e-10, 'z': 4.4845179875e-10, 'element': 'Fe'}, {'x': -8.969035975e-11, 'y': 2.6907107925000003e-10, 'z': 2.6907107925000003e-10, 'element': 'Fe'}, {'x': -3.58761439e-10, 'y': 3.58761439e-10, 'z': 3.58761439e-10, 'element': 'Mo'}, {'x': -3.58761439e-10, 'y': 1.793807195e-10, 'z': 1.793807195e-10, 'element': 'Mo'}, {'x': -1.793807195e-10, 'y': 0, 'z': 1.793807195e-10, 'element': 'Mo'}, {'x': -1.793807195e-10, 'y': 1.793807195e-10, 'z': 0, 'element': 'Mo'}]}, 'natoms': 6, 'element': {'Mo': 4, 'Fe': 2}}]",PN_OR6X5HESJMAK7EVMCTTQWWUXVLL727BO,"{'reference': {'Mo': 'https://nomad-lab.eu/prod/rae/gui/entry/id/miRFVZUUSvmc1uMMJkU4LA/TwiQxc0usHCKW3MtmHjbnh8mT5GC', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.7116753557152222, 'value': 4.270052134291333}"
VGe3,P4/mmm,"[{'data': {'a': [2.88491725e-10, 0, 0], 'b': [0, 2.88491725e-10, 0], 'c': [0, 0, 7.99675404e-10], 'atoms': [{'x': 1.442458625e-10, 'y': 1.442458625e-10, 'z': 6.225629196746401e-10, 'element': 'Ge'}, {'x': 0, 'y': 0, 'z': 3.99837702e-10, 'element': 'Ge'}, {'x': 1.442458625e-10, 'y': 1.442458625e-10, 'z': 1.771124843253599e-10, 'element': 'Ge'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'V'}]}, 'natoms': 4, 'element': {'V': 1, 'Ge': 3}}]",PN_FF5AGSZ75V2NFPZXI42LPYPJCCK4QG4O,"{'reference': {'V': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/6a_z-sYaeMtEBgvOYDzXel9FP5XK', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/2eVSxv5n6du3VVsS6uZHLFviKxDn'}, 'value_per_atom': 0.18470111901337027, 'value': 0.7388044760534811}"
Mo2W,I4/mmm,"[{'data': {'a': [0, 3.1672525200000003e-10, 0], 'b': [1.5836262600000001e-10, -1.5836262600000001e-10, 4.76658087e-10], 'c': [3.1672525200000003e-10, 0, 0], 'atoms': [{'x': 3.1672525200000003e-10, 'y': 2.7558070039048176e-27, 'z': 3.1766595073211326e-10, 'element': 'Mo'}, {'x': 1.5836262600000001e-10, 'y': 1.5836262600000004e-10, 'z': 1.589921362678868e-10, 'element': 'Mo'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'W'}]}, 'natoms': 3, 'element': {'Mo': 2, 'W': 1}}]",PN_IMYOZ3QRPGF5QRAJUYVO6PKHETUWNR4Q,"{'reference': {'Mo': 'https://nomad-lab.eu/prod/rae/gui/entry/id/miRFVZUUSvmc1uMMJkU4LA/TwiQxc0usHCKW3MtmHjbnh8mT5GC', 'W': 'https://nomad-lab.eu/prod/rae/gui/entry/id/JriGWVUJSX2Vkeya5zzAPw/dcAjiz1dsca03eeBAM-fTgQjR8M_'}, 'value_per_atom': -0.0029383677656393084, 'value': -0.008815103296917925}"
K2Na4,Pnnm,"[{'data': {'a': [6.41568789e-10, 0, 0], 'b': [0, 3.8529008700000003e-10, 0], 'c': [0, 0, 1.114268572e-09], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'K'}, {'x': 3.207843945e-10, 'y': 1.9264504350000001e-10, 'z': 5.57134286e-10, 'element': 'K'}, {'x': 0, 'y': 7.429947137570959e-11, 'z': 7.379971681154945e-10, 'element': 'Na'}, {'x': 0, 'y': 3.109906156242904e-10, 'z': 3.7627140388450557e-10, 'element': 'Na'}, {'x': 3.207843945e-10, 'y': 2.669445148757096e-10, 'z': 9.334056898845055e-10, 'element': 'Na'}, {'x': 3.207843945e-10, 'y': 1.1834557212429044e-10, 'z': 1.8086288211549448e-10, 'element': 'Na'}]}, 'natoms': 6, 'element': {'Na': 4, 'K': 2}}]",PN_SQZRYZLUSFD4FWTH5NW7B56XQVWFUFLU,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'K': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/-0vh5pzaGjLtxl6QcMcZHMEL5lI1'}, 'value_per_atom': 0.04284382628033553, 'value': 0.25706295768201315}"
Cu7Pt5,P1,"[{'data': {'a': [4.66882401e-10, 7.236640000000001e-13, 1.66944e-13], 'b': [1.009948e-12, 6.540648349999999e-10, -2.668166e-12], 'c': [1.55476672e-10, -2.1996694200000002e-10, 5.36024802e-10], 'atoms': [{'x': -7.3309022565013e-13, 'y': 1.1734515249074397e-12, 'z': 9.281465305161e-13, 'element': 'Cu'}, {'x': 2.3518450779957755e-10, 'y': 2.101729783033628e-12, 'z': 1.3543769858451095e-10, 'element': 'Cu'}, {'x': 4.663434303550374e-10, 'y': 2.4881731339328758e-12, 'z': 2.6954868988801305e-10, 'element': 'Cu'}, {'x': 2.3225371277515785e-10, 'y': 8.752303115552454e-13, 'z': 3.9972201236548835e-10, 'element': 'Cu'}, {'x': 3.1292645447895945e-10, 'y': 2.1814091971980076e-10, 'z': -1.30295603868992e-12, 'element': 'Cu'}, {'x': 3.118733628233978e-10, 'y': 2.1280637547214518e-10, 'z': 2.664095941469594e-10, 'element': 'Cu'}, {'x': 5.447861884769849e-10, 'y': 2.1386591834494697e-10, 'z': 3.989034787199519e-10, 'element': 'Cu'}, {'x': 7.810316849439217e-11, 'y': 2.0800299835255137e-10, 'z': 1.3390586625173498e-10, 'element': 'Pt'}, {'x': 1.552110355833403e-10, 'y': 4.323965396602166e-10, 'z': -8.45023485903586e-12, 'element': 'Pt'}, {'x': 3.8961525602781875e-10, 'y': 4.3885459029957066e-10, 'z': 1.2990457453370006e-10, 'element': 'Pt'}, {'x': 1.5659681911003442e-10, 'y': 4.3932307328313544e-10, 'z': 2.681566083777465e-10, 'element': 'Pt'}, {'x': 3.9089208846330143e-10, 'y': 4.4145650559973023e-10, 'z': 4.051914094957658e-10, 'element': 'Pt'}]}, 'natoms': 12, 'element': {'Cu': 7, 'Pt': 5}}]",PN_7STTREVCS5E23RWTQ56DG522KLOGY55M,"{'reference': {'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/uVTSZjDVQgSURDhx2j8aTT9Zvd6S', 'Pt': 'https://nomad-lab.eu/prod/rae/gui/entry/id/68wFX7Q8S5SrqzKuJtOXRg/hfTXu5BPKf83TlYNvYL_xjc7wecf'}, 'value_per_atom': -0.12739978400128096, 'value': -1.5287974080153717}"
Fe4V2,Cmcm,"[{'data': {'a': [-2.46486575e-10, 0, 0], 'b': [-1.23243288e-10, -6.81334243e-10, 0], 'c': [0, 0, 4.03576785e-10], 'atoms': [{'x': -1.2320534700104307e-18, 'y': 5.170032369308299e-13, 'z': 0, 'element': 'Fe'}, {'x': -1.2324328901059004e-10, 'y': -3.790360301539719e-10, 'z': 2.017883925e-10, 'element': 'Fe'}, {'x': -2.464865754323783e-10, 'y': -5.891882970669386e-10, 'z': 2.017883925e-10, 'element': 'Fe'}, {'x': -2.4648657534539944e-10, 'y': -4.706649728501024e-10, 'z': 0, 'element': 'Fe'}, {'x': -1.232432876812851e-10, 'y': -2.470314927513586e-10, 'z': 0, 'element': 'V'}, {'x': -2.464865738640598e-10, 'y': -1.3148752735234004e-10, 'z': 2.017883925e-10, 'element': 'V'}]}, 'natoms': 6, 'element': {'V': 2, 'Fe': 4}}]",PN_V6I6ON6V24TR4EKWCTPEOBDS3XIGOP76,"{'reference': {'V': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/6a_z-sYaeMtEBgvOYDzXel9FP5XK', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.10779501627733978, 'value': 0.6467700976640387}"
